song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Love Is Stronger Than Pride,59,258026,0.7659999999999999,0.5660000000000001,0.335,0.000366,4,0.0824,-12.417,0,0.0293,87.617,4,0.317
Angel - Recorded At Spotify Studios NYC,49,297779,0.978,0.47100000000000003,0.11699999999999999,0.0011300000000000001,11,0.109,-14.062999999999999,1,0.0311,77.41199999999999,4,0.34700000000000003
Don't Touch My Hair,63,257546,0.409,0.823,0.41100000000000003,0.00135,0,0.649,-7.061,1,0.0557,90.99700000000001,4,0.397
Heaven Only Knows,53,250053,0.0489,0.5820000000000001,0.484,0.0,6,0.0704,-10.058,1,0.0509,120.09899999999999,4,0.237
Leave It Smokin’,51,234935,0.0377,0.72,0.7659999999999999,0.0012699999999999999,5,0.106,-4.732,0,0.0602,102.016,4,0.4
Beyond - Recorded at Spotify Studios NYC,58,244213,0.527,0.634,0.433,0.0,4,0.069,-7.896,1,0.057999999999999996,75.961,4,0.247
Wild Flower,51,389493,0.483,0.46,0.358,0.0,6,0.0808,-11.450999999999999,1,0.0385,120.758,4,0.507
Add To Me - Recorded At Spotify Studios NYC,50,220546,0.662,0.605,0.32799999999999996,0.0,9,0.41,-12.120999999999999,0,0.15,169.175,4,0.934
Best of Me,61,226373,0.00962,0.742,0.728,3.73e-05,10,0.134,-6.626,0,0.0315,96.01,4,0.6970000000000001
I Feel a Change,55,266120,0.389,0.485,0.531,6.31e-05,5,0.0925,-5.212999999999999,0,0.0364,80.48899999999999,3,0.319
Open Your Eyes ii,40,260453,0.226,0.42700000000000005,0.606,0.0,1,0.152,-8.027999999999999,1,0.0605,88.97,4,0.255
Remind Me,46,245346,0.19,0.857,0.5870000000000001,0.0004969999999999999,11,0.231,-7.627000000000001,1,0.0826,98.001,4,0.37799999999999995
Evergreen,15,192933,0.456,0.705,0.34700000000000003,0.000796,9,0.0515,-6.516,1,0.0502,72.916,4,0.535
Best Part (feat. H.E.R.),82,209831,0.8079999999999999,0.524,0.364,0.0,7,0.1,-10.209,1,0.0367,75.24,4,0.436
First Began - Recorded at Spotify Studios NYC,52,211202,0.8859999999999999,0.433,0.218,0.0,3,0.107,-10.282,0,0.127,66.998,4,0.327
Rolling Hills,45,287293,0.191,0.474,0.5760000000000001,0.000352,7,0.32,-6.502000000000001,1,0.225,74.066,4,0.436
Deeper,50,236545,0.8440000000000001,0.484,0.293,2.3e-06,9,0.10400000000000001,-8.164,1,0.0377,134.002,4,0.316
Get You - Recorded at Spotify Studios NYC,66,226720,0.316,0.6729999999999999,0.596,1.88e-05,11,0.107,-6.489,0,0.0438,75.02199999999999,4,0.22
How Deep Is Your Love (feat. Yebba) - Live,62,210132,0.34600000000000003,0.424,0.484,0.0,11,0.588,-10.853,1,0.09699999999999999,92.514,4,0.523
Try,47,247275,0.259,0.46,0.32,0.0,7,0.114,-8.158999999999999,1,0.0336,131.701,4,0.175
Brown Eyed Lover,53,238819,0.17300000000000001,0.62,0.852,0.0,4,0.10099999999999999,-4.399,1,0.10800000000000001,80.91,4,0.638
I Can't Help It,60,269333,0.7040000000000001,0.684,0.39399999999999996,5.76e-06,5,0.17800000000000002,-19.075,0,0.0908,100.068,4,0.429
Make Me A Believer,49,383586,0.605,0.33799999999999997,0.62,1.04e-06,6,0.983,-7.925,0,0.0428,64.763,4,0.264
A Change Is Gonna Come - Recorded At Spotify Studios NYC,50,255320,0.633,0.46399999999999997,0.162,0.0,7,0.0943,-11.478,0,0.0325,136.013,3,0.34600000000000003
Beyond,74,240600,0.22899999999999998,0.58,0.687,0.0,6,0.109,-5.4,1,0.106,76.014,4,0.187
Cryin',48,246973,0.0946,0.688,0.578,0.0,11,0.303,-7.547000000000001,0,0.36,78.024,4,0.621
I Know You Know,58,225200,0.737,0.578,0.43799999999999994,0.00877,2,0.09699999999999999,-11.482999999999999,0,0.0696,89.083,4,0.79
FIRST TIME AGAIN,46,243716,0.212,0.618,0.7290000000000001,1.21e-06,7,0.136,-5.8870000000000005,1,0.0783,119.854,4,0.21
I Won't Mind,55,216000,0.934,0.479,0.106,1.82e-05,10,0.284,-13.497,0,0.0426,144.407,4,0.0838
This Masquerade,50,196920,0.155,0.469,0.29600000000000004,1.6100000000000002e-05,0,0.0878,-14.145999999999999,0,0.0356,180.68599999999998,4,0.539
Your Love,49,295213,0.0269,0.355,0.821,0.0,1,0.121,-4.958,1,0.237,92.59100000000001,4,0.413
Free,40,300506,0.20199999999999999,0.61,0.562,0.0059700000000000005,10,0.155,-6.025,0,0.0399,178.02900000000002,4,0.493
Autumn Leaves,11,191213,0.7809999999999999,0.364,0.532,0.0,7,0.0971,-11.946,0,0.0312,78.444,4,0.49700000000000005
Half Time,61,230853,0.375,0.624,0.488,9.63e-05,4,0.33899999999999997,-8.258,0,0.0584,84.21799999999999,4,0.273
Peace+Love (feat. Jarrod Lawson & Tony Ozier),46,264267,0.753,0.539,0.5579999999999999,0.00115,4,0.0993,-9.025,0,0.0846,77.63600000000001,4,0.33799999999999997
Drip,54,217253,0.0227,0.617,0.418,5.19e-06,6,0.0854,-5.228,0,0.0441,73.018,4,0.40299999999999997
Luh Ya,52,213356,0.0596,0.49,0.605,0.0,9,0.107,-8.765,0,0.419,180.109,4,0.257
Run Deep,37,216942,0.316,0.6579999999999999,0.6729999999999999,0.0,3,0.0807,-6.362,0,0.0512,90.617,4,0.695
Show The Way,12,262253,0.7490000000000001,0.616,0.5329999999999999,0.000181,5,0.321,-11.120999999999999,0,0.126,90.007,4,0.39399999999999996
Provider,70,243238,0.74,0.654,0.325,2.14e-05,2,0.152,-11.925,1,0.282,139.886,4,0.39
Autumn,48,217906,0.48200000000000004,0.428,0.515,0.0,1,0.0972,-9.265,0,0.0656,130.124,4,0.344
Orange Moon,54,430000,0.46399999999999997,0.46799999999999997,0.149,0.000276,5,0.152,-13.975999999999999,0,0.0363,97.965,3,0.124
People Make the World Go Round,50,213800,0.6829999999999999,0.7240000000000001,0.495,4.31e-06,4,0.36700000000000005,-9.06,0,0.052000000000000005,83.119,4,0.764
Will He,48,202102,0.821,0.607,0.259,0.000172,10,0.561,-13.03,1,0.0481,116.134,4,0.10099999999999999
Fantasy,67,226213,0.29100000000000004,0.6659999999999999,0.7140000000000001,0.0212,4,0.128,-9.448,0,0.0617,89.01799999999999,4,0.69
Going All the Way,48,172008,0.13,0.652,0.687,0.0,2,0.35100000000000003,-5.607,1,0.0456,89.99600000000001,4,0.314
Honest,46,232135,0.0238,0.419,0.541,0.0,0,0.10300000000000001,-5.8260000000000005,1,0.0388,147.416,4,0.17300000000000001
You & I,11,222492,0.444,0.531,0.569,0.0,0,0.0903,-9.35,1,0.0428,73.503,3,0.618
Mirror (Live),51,233826,0.741,0.47200000000000003,0.317,0.0,7,0.153,-12.154000000000002,1,0.0309,65.108,4,0.0633
Walk On By,57,273066,0.0462,0.313,0.34,0.000465,6,0.0735,-15.315,1,0.0504,145.955,4,0.40700000000000003
Superman,45,384840,0.39399999999999996,0.727,0.7170000000000001,0.00564,1,0.111,-7.739,1,0.0474,94.959,4,0.319
Still Ray,52,183293,0.0598,0.875,0.435,3.66e-05,10,0.0949,-8.516,0,0.0379,83.79799999999999,4,0.845
Grandma's Hands,45,243071,0.00464,0.565,0.48200000000000004,4.1700000000000004e-05,7,0.27,-7.709,1,0.0489,78.0,4,0.19
Tomorrow,50,306213,0.0616,0.858,0.5479999999999999,0.0015,5,0.0772,-12.677,0,0.182,75.992,4,0.5479999999999999
Liberation (with Cee-Lo),51,526373,0.0841,0.66,0.63,5.720000000000001e-05,11,0.0819,-9.615,1,0.149,157.594,4,0.591
Blessin Me,48,282826,0.308,0.28600000000000003,0.7609999999999999,0.0,5,0.355,-4.793,1,0.10800000000000001,159.16,4,0.32899999999999996
Feels Good,42,270266,0.244,0.845,0.3,8.1e-05,2,0.198,-7.01,1,0.0444,93.005,4,0.564
Everlasting Love,37,289666,0.563,0.608,0.6759999999999999,0.000956,8,0.0962,-6.581,0,0.0329,164.99200000000002,4,0.823
In My Head,50,280733,0.078,0.67,0.603,0.00108,5,0.35100000000000003,-8.027000000000001,0,0.0672,148.985,4,0.6809999999999999
I Really Don't Care,42,179631,0.561,0.698,0.484,0.000411,7,0.107,-6.622999999999999,1,0.0265,99.66799999999999,4,0.233
Best,47,199384,0.0692,0.769,0.506,2.1000000000000002e-06,0,0.071,-8.079,1,0.0421,129.97899999999998,4,0.49200000000000005
Things Are Changin' - Live [Solo Acoustic],59,271160,0.903,0.7340000000000001,0.311,0.016,9,0.198,-9.47,1,0.0375,85.67200000000001,4,0.35700000000000004
I'm In Love,39,290306,0.023,0.632,0.561,0.0135,10,0.0918,-7.76,1,0.0433,81.068,4,0.389
All My Days (feat. Darien Brockington),44,257085,0.426,0.591,0.708,0.00046699999999999997,6,0.292,-8.461,0,0.0707,74.985,4,0.534
Missing You,50,136906,0.513,0.7909999999999999,0.129,0.11,2,0.114,-12.51,1,0.149,140.014,4,0.248
The Beginning (Work It Out),43,166243,0.138,0.355,0.6990000000000001,0.000264,7,0.127,-6.445,0,0.0601,62.883,4,0.384
Wonderland,25,220563,0.893,0.366,0.307,0.0008060000000000001,4,0.0843,-10.366,1,0.0318,150.79,4,0.289
Fantasy,68,218947,0.353,0.68,0.747,0.0,4,0.138,-6.056,0,0.091,113.93299999999999,4,0.331
So I Know You Care,45,202628,0.623,0.349,0.316,0.0,9,0.21100000000000002,-10.794,0,0.0742,78.454,4,0.33299999999999996
Drowndeep: Hula,43,341266,0.145,0.621,0.449,0.07200000000000001,5,0.33899999999999997,-13.485999999999999,0,0.0519,90.042,4,0.505
For Real,10,226333,0.32,0.595,0.525,0.0,11,0.0419,-7.337999999999999,1,0.245,136.061,4,0.7559999999999999
Blind Ambition,45,231729,0.212,0.847,0.5770000000000001,0.0,9,0.0627,-6.875,1,0.149,122.925,3,0.5589999999999999
Feel Like Makin' Love,63,175400,0.833,0.6809999999999999,0.264,0.441,8,0.10300000000000001,-21.861,1,0.0309,93.809,4,0.6920000000000001
All I Ever Wanted (feat. Maysa),36,257519,0.488,0.616,0.5710000000000001,0.0069,9,0.0968,-9.095,0,0.0429,74.96300000000001,4,0.552
7/11,75,213506,0.0128,0.747,0.705,0.0,9,0.126,-5.1370000000000005,0,0.126,136.024,4,0.56
Sing,74,235382,0.304,0.818,0.67,1.22e-06,8,0.0601,-4.4510000000000005,0,0.0472,119.988,4,0.9390000000000001
GDFR (feat. Sage The Gemini & Lookas),65,190185,0.000704,0.657,0.8270000000000001,0.00534,5,0.065,-4.0360000000000005,1,0.0734,145.889,4,0.69
Turn Down for What,73,213733,0.00107,0.818,0.799,0.128,1,0.057,-4.1,0,0.156,100.014,4,0.0815
Blame,75,212960,0.0289,0.413,0.856,0.00571,0,0.34299999999999997,-4.078,0,0.0808,128.017,4,0.35
Pompeii - Remix,46,216687,0.0351,0.565,0.8759999999999999,0.0,9,0.109,-2.309,1,0.0888,127.55,4,0.617
All The Way,7,179640,0.0187,0.5529999999999999,0.855,0.0,1,0.0428,-2.025,1,0.0732,127.99700000000001,4,0.552
Sugar,18,235493,0.0553,0.7440000000000001,0.7829999999999999,0.0,1,0.086,-7.077000000000001,1,0.0337,120.042,4,0.885
NRG - Radio Edit,43,195088,0.0634,0.637,0.9109999999999999,8.8e-05,1,0.366,-4.217,1,0.45899999999999996,127.99600000000001,4,0.782
Red Lights,16,263890,0.000739,0.653,0.8290000000000001,1.5e-06,10,0.225,-4.783,1,0.0377,124.98899999999999,4,0.545
Cheerleader (Felix Jaehn Remix) - Radio Edit,54,180021,0.184,0.8270000000000001,0.5760000000000001,0.028999999999999998,4,0.0656,-7.774,1,0.0372,118.04,4,0.41
Bad (feat. Vassy) - Radio Edit,66,170625,0.00125,0.614,0.972,0.0186,5,0.32799999999999996,-3.927,0,0.08800000000000001,127.96600000000001,4,0.41100000000000003
Hey Brother,42,255093,0.0309,0.545,0.78,4.6399999999999996e-05,7,0.0828,-4.867,0,0.0436,125.014,4,0.45799999999999996
Changes,67,345173,0.00864,0.8220000000000001,0.7040000000000001,0.627,3,0.0633,-8.242,0,0.0374,125.999,4,0.255
Hideaway,24,251960,0.109,0.863,0.601,0.007640000000000001,7,0.0676,-6.978,0,0.054000000000000006,122.961,4,0.17800000000000002
#SELFIE,27,183750,0.0136,0.8079999999999999,0.915,9.03e-06,0,0.0788,-3.2769999999999997,1,0.233,127.984,4,0.647
Rather Be (feat. Jess Glynne),74,227833,0.162,0.799,0.586,2.03e-06,11,0.193,-6.735,1,0.0377,120.97,4,0.5489999999999999
Summer,24,224506,0.0215,0.603,0.861,0.043,4,0.1,-3.565,0,0.0325,127.962,4,0.72
Centuries,38,228360,0.0038,0.38299999999999995,0.861,0.0,4,0.11,-2.8160000000000003,0,0.0777,176.084,4,0.48
Swing Into It,32,210771,0.0027600000000000003,0.618,0.508,0.231,7,0.0679,-5.747000000000001,1,0.11900000000000001,103.816,4,0.77
You & Me - Flume Remix,70,282812,0.377,0.601,0.39299999999999996,0.0002,10,0.132,-6.879,0,0.0253,75.031,4,0.27
Everybody Is in the Place - Radio Edit,22,171696,0.000434,0.609,0.9890000000000001,0.21899999999999997,2,0.0715,-3.51,1,0.0867,130.046,4,0.0358
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],75,202626,0.00627,0.7659999999999999,0.873,0.0,11,0.0764,-6.381,0,0.14300000000000002,126.988,4,0.743
Hope,35,278400,0.00011,0.802,0.919,0.105,0,0.107,-3.1069999999999998,1,0.0592,124.994,4,0.39799999999999996
"Happy - From ""Despicable Me 2""",72,232720,0.21899999999999997,0.647,0.8220000000000001,0.0,5,0.0908,-4.662,0,0.183,160.019,4,0.9620000000000001
Talk Dirty (feat. 2 Chainz),66,177685,0.0348,0.76,0.652,0.0,6,0.307,-7.321000000000001,1,0.23199999999999998,100.315,4,0.759
Wasted,10,188371,0.00117,0.648,0.831,0.0031,2,0.198,-5.5729999999999995,1,0.028999999999999998,112.01299999999999,4,0.331
Recess,62,237680,0.0236,0.6579999999999999,0.93,0.0,5,0.578,-2.912,0,0.141,104.01799999999999,4,0.132
Dark Horse,39,215672,0.00396,0.645,0.589,0.0,6,0.145,-6.131,1,0.0523,131.899,4,0.35
She Looks So Perfect,5,202496,0.000714,0.495,0.9590000000000001,0.0,1,0.36,-3.7119999999999997,0,0.13699999999999998,159.993,4,0.431
Work B**ch,71,247960,0.155,0.629,0.8240000000000001,0.000628,9,0.0651,-6.53,1,0.159,128.01,4,0.852
Girls,64,254620,0.00392,0.657,0.9129999999999999,0.00149,11,0.466,-4.984,1,0.0528,108.036,4,0.9059999999999999
What Do You Mean?,14,207546,0.65,0.841,0.5710000000000001,0.00033,5,0.0895,-8.066,0,0.102,125.03200000000001,4,0.772
Animals,5,231013,0.00018899999999999999,0.45899999999999996,0.741,0.0,4,0.48100000000000004,-6.43,0,0.0495,189.87900000000002,4,0.344
Heartbeat Song,20,198693,0.012,0.5,0.7909999999999999,0.0,6,0.0645,-3.7110000000000003,1,0.0505,149.093,4,0.444
Time of Our Lives,49,229346,0.0895,0.7290000000000001,0.8009999999999999,0.0,5,0.7659999999999999,-5.6979999999999995,0,0.0529,123.995,4,0.764
Waiting For Love,16,228750,0.335,0.5670000000000001,0.746,0.0,6,0.392,-3.748,0,0.0511,128.03,4,0.578
Shut Up and Dance,81,199080,0.00701,0.578,0.866,0.0,1,0.257,-3.804,1,0.0619,128.03799999999998,4,0.619
Want to Want Me,53,207719,0.009059999999999999,0.775,0.68,0.0,0,0.109,-5.507999999999999,0,0.0629,114.025,4,0.6559999999999999
Lean On,15,176561,0.00339,0.713,0.79,0.000868,7,0.485,-4.602,0,0.0574,98.01100000000001,4,0.308
Firework,74,227880,0.139,0.638,0.826,0.0,8,0.0803,-4.968,1,0.0479,124.072,4,0.649
Clarity,74,271426,0.0398,0.509,0.7809999999999999,0.0,8,0.0749,-3.48,1,0.07200000000000001,128.0,4,0.17600000000000002
Summer Love,60,252973,0.0756,0.606,0.591,0.0,0,0.32799999999999996,-7.228,0,0.087,95.802,4,0.47700000000000004
Locked Out Of Heaven,49,233478,0.049,0.726,0.698,0.0,5,0.309,-4.165,1,0.0431,143.994,4,0.867
GDFR (feat. Sage The Gemini & Lookas),65,190185,0.000704,0.657,0.8270000000000001,0.00534,5,0.065,-4.0360000000000005,1,0.0734,145.889,4,0.69
Crazy In Love,79,236133,0.00249,0.6459999999999999,0.77,0.0,2,0.0715,-6.596,0,0.226,99.165,4,0.6809999999999999
Your Love Is My Drug,63,187066,0.0049,0.8290000000000001,0.607,0.0,1,0.0986,-3.8760000000000003,1,0.0897,120.044,4,0.7659999999999999
One Last Time,81,197266,0.09300000000000001,0.628,0.593,1.65e-06,8,0.096,-5.0360000000000005,1,0.0323,125.02600000000001,4,0.10400000000000001
The Way I Are,65,179120,0.18899999999999997,0.7340000000000001,0.8079999999999999,0.6990000000000001,3,0.315,-6.4479999999999995,0,0.106,114.764,4,0.805
Five More Hours - Deorro x Chris Brown,74,211975,0.0288,0.6990000000000001,0.883,0.0,5,0.8170000000000001,-3.2260000000000004,0,0.21899999999999997,127.961,4,0.499
Waiting For Love,8,228750,0.299,0.575,0.75,0.0,6,0.268,-3.798,0,0.0438,128.091,4,0.609
I Want You To Know,8,238800,0.00621,0.561,0.877,8.11e-06,9,0.28,-2.215,0,0.0659,130.003,4,0.375
Break Free,76,214840,0.0064,0.687,0.7020000000000001,4.35e-05,7,0.204,-5.324,0,0.0455,129.95600000000002,4,0.284
L.A.LOVE (la la),0,192653,0.0183,0.478,0.386,0.0,4,0.264,-7.999,0,0.0893,201.753,4,0.268
All About That Bass,68,187920,0.0573,0.807,0.887,2.87e-06,9,0.124,-3.7260000000000004,1,0.0503,134.05200000000002,4,0.961
Love Runs Out,63,224226,0.16699999999999998,0.7190000000000001,0.935,0.0,7,0.0973,-3.752,1,0.0589,120.022,4,0.738
Brand New,49,271693,0.335,0.904,0.858,3.5799999999999996e-05,8,0.0594,-6.5360000000000005,1,0.204,120.12799999999999,4,0.679
Fun (feat. Chris Brown),27,202240,0.132,0.785,0.78,0.0,0,0.196,-3.6660000000000004,0,0.046,114.007,4,0.528
21,54,194480,0.0586,0.501,0.9,0.0,11,0.218,-4.3660000000000005,1,0.0433,160.096,4,0.943
Mo Bamba,90,180897,0.268,0.738,0.629,0.00114,6,0.163,-4.882,0,0.0495,146.067,4,0.319
Leave Me Alone,69,195637,0.107,0.792,0.743,0.0,7,0.183,-2.806,1,0.0851,150.024,4,0.742
Praise The Lord (Da Shine),91,205040,0.0609,0.85,0.569,0.0816,5,0.1,-8.152000000000001,0,0.136,80.02,4,0.294
No Stylist,91,192172,0.0215,0.765,0.7040000000000001,0.0,5,0.22699999999999998,-4.5889999999999995,0,0.127,147.055,4,0.498
Backbone,17,164905,0.0987,0.621,0.6,0.0,10,0.111,-7.055,0,0.542,139.872,4,0.517
Backin' It Up (feat. Cardi B),78,190466,0.0886,0.7959999999999999,0.68,0.0,10,0.268,-4.853,0,0.353,164.93200000000002,4,0.565
25 Soldiers,54,287557,0.207,0.5329999999999999,0.8759999999999999,0.0,1,0.857,-4.041,1,0.324,76.0,4,0.11900000000000001
My Boy (feat. J. Cole) - Freestyle,72,269657,0.19699999999999998,0.8140000000000001,0.737,0.0,7,0.0954,-4.8260000000000005,1,0.259,171.687,4,0.461
New Patek,90,343099,0.0367,0.85,0.785,0.0,8,0.155,-4.963,0,0.345,145.063,4,0.718
McDonalds Rich,40,172705,0.0921,0.8540000000000001,0.805,5.18e-05,1,0.114,-5.796,1,0.24,156.011,4,0.8140000000000001
Pull Up (feat. NAV),78,193575,0.484,0.828,0.37,0.0,7,0.11900000000000001,-7.441,0,0.26,149.964,4,0.5489999999999999
Car Confessions,62,264527,0.153,0.509,0.8270000000000001,0.0,0,0.564,-4.377,1,0.364,160.072,4,0.141
Barbie Dreams,82,279866,0.313,0.855,0.787,0.0,8,0.19399999999999998,-4.1339999999999995,0,0.33399999999999996,88.00299999999999,4,0.7020000000000001
Prince Charming,0,151062,0.45399999999999996,0.6509999999999999,0.573,0.0,1,0.155,-9.468,1,0.315,78.219,4,0.605
Nervous,63,136222,0.508,0.774,0.9,0.0,11,0.245,-3.8080000000000003,0,0.11800000000000001,115.031,4,0.524
Where We Come From (feat. YoungBoy Never Broke Again),59,211892,0.253,0.55,0.716,0.0,8,0.134,-7.249,1,0.319,181.333,4,0.809
Gmail,69,216946,0.07,0.763,0.708,0.0106,8,0.13,-6.297000000000001,1,0.134,160.035,4,0.732
Ego,69,210431,0.188,0.833,0.5670000000000001,0.0,7,0.0999,-5.16,0,0.1,127.995,4,0.203
Do You Understand? (feat. Gunna & Tory Lanez),74,279256,0.0583,0.878,0.527,0.0,4,0.0976,-5.194,0,0.111,129.964,4,0.17800000000000002
APESHIT,78,264853,0.0133,0.705,0.784,0.0,2,0.168,-6.477,1,0.271,160.035,4,0.377
Down Bitch,60,256720,0.239,0.65,0.669,0.0,3,0.0496,-6.399,0,0.419,175.695,4,0.757
"Get The Strap (feat. Casanova, 6ix9ine & 50 Cent)",75,190514,0.0712,0.611,0.929,0.0,7,0.0379,-3.265,1,0.484,78.072,4,0.5870000000000001
Cops Shot The Kid,64,167907,0.0264,0.442,0.71,0.0,7,0.618,-5.142,1,0.684,205.11599999999999,4,0.508
Yeah Yeah (feat. 50 Cent and Murda Beatz),64,179084,0.473,0.754,0.635,0.0,7,0.106,-6.792000000000001,0,0.376,192.957,4,0.8640000000000001
PettyWap,70,173889,0.802,0.735,0.715,0.00196,6,0.196,-3.7769999999999997,0,0.113,83.02799999999999,4,0.598
The Return,76,252133,0.113,0.8,0.956,0.0,11,0.107,-4.4319999999999995,0,0.17800000000000002,90.025,4,0.65
Sh*t Talk,47,152749,0.0741,0.907,0.7340000000000001,2.36e-05,8,0.105,-3.112,1,0.317,133.964,4,0.35100000000000003
Bendicion,47,119360,0.0387,0.647,0.863,0.0,10,0.243,-2.32,0,0.292,109.352,5,0.496
Blood Pressure,46,214466,0.0236,0.81,0.519,0.0,1,0.126,-9.899,1,0.304,94.035,4,0.131
"Facts Remix (feat. DJ Khaled, Busta Rhymes & Fat Joe)",63,256609,0.00193,0.43200000000000005,0.946,0.0,9,0.379,-3.0439999999999996,1,0.478,176.546,4,0.537
Rich Sex (feat. Lil Wayne),70,192453,0.0515,0.8759999999999999,0.637,0.0,9,0.0677,-5.157,1,0.259,146.958,4,0.5529999999999999
Us (feat. Gunna),50,161933,0.309,0.517,0.603,0.0,4,0.107,-11.630999999999998,0,0.831,77.19800000000001,4,0.183
Bruce Wayne,50,145085,0.0397,0.7490000000000001,0.564,0.0,8,0.10300000000000001,-2.891,1,0.11199999999999999,158.869,4,0.0495
Verified,60,122376,0.0423,0.9179999999999999,0.624,0.0,1,0.0749,-4.986000000000001,1,0.371,148.987,4,0.474
OOOUUU,65,234649,0.5329999999999999,0.635,0.847,0.0,7,0.154,-3.1519999999999997,1,0.447,166.072,4,0.568
Boca Raton (with A$AP Ferg),52,196760,0.149,0.903,0.625,1.7800000000000002e-05,10,0.215,-7.025,0,0.21899999999999997,129.993,4,0.39899999999999997
Can't Stop Us,45,196321,0.0818,0.7490000000000001,0.743,0.0,5,0.106,-4.6080000000000005,0,0.0437,110.09100000000001,4,0.185
Not The Boy,61,104947,0.127,0.7140000000000001,0.8170000000000001,3.64e-06,10,0.11599999999999999,-5.6160000000000005,0,0.10300000000000001,95.434,4,0.6459999999999999
Salary Kaep,51,153318,0.6579999999999999,0.8640000000000001,0.722,0.0,10,0.135,-5.736000000000001,0,0.392,125.01700000000001,4,0.6509999999999999
Not For Radio,63,202514,0.0671,0.494,0.802,0.0,4,0.17600000000000002,-5.08,0,0.41200000000000003,96.70299999999999,5,0.45299999999999996
Charlie's Line,42,216735,0.0452,0.769,0.619,0.0,0,0.271,-5.024,0,0.0414,124.055,4,0.0788
Hot N*gga,75,194561,0.0505,0.794,0.51,1.81e-06,9,0.0562,-7.314,1,0.42,167.87900000000002,4,0.18
Shot Caller,46,179000,0.401,0.32,0.871,0.0,6,0.34299999999999997,-2.842,1,0.418,175.97299999999998,4,0.37
I Get Money,38,196560,0.306,0.8340000000000001,0.8640000000000001,0.0,1,0.319,-2.72,1,0.2,97.75200000000001,4,0.506
Attention,61,241607,0.188,0.61,0.785,0.0,9,0.0991,-6.273,0,0.187,100.736,4,0.42
Praktice,57,216442,0.18899999999999997,0.723,0.721,0.0,0,0.162,-3.623,0,0.327,151.966,4,0.369
Buck Shots,66,167813,0.325,0.433,0.85,0.0,10,0.35600000000000004,-5.79,0,0.41600000000000004,159.95600000000002,4,0.58
Go BestFriend 2.0,48,254693,0.00275,0.757,0.6779999999999999,1.18e-05,1,0.114,-7.531000000000001,1,0.235,92.62299999999999,4,0.568
Swipe It Up,35,189675,0.0881,0.639,0.659,0.0364,5,0.22,-10.536,0,0.21600000000000003,161.985,4,0.513
LA to NY,51,187340,0.0025800000000000003,0.758,0.578,1.39e-05,1,0.162,-8.556000000000001,0,0.239,81.976,4,0.264
Fukk Sleep,73,192973,0.44299999999999995,0.7929999999999999,0.41200000000000003,7.43e-05,2,0.21899999999999997,-9.305,1,0.364,135.937,4,0.307
Utican,65,175986,0.9059999999999999,0.449,0.5770000000000001,0.0289,6,0.126,-6.565,1,0.0393,145.688,4,0.321
Still,64,203673,0.532,0.5720000000000001,0.73,0.000366,11,0.226,-7.343999999999999,1,0.0518,93.06299999999999,1,0.456
Beige,66,204208,0.381,0.43799999999999994,0.677,0.0686,10,0.11900000000000001,-7.535,1,0.135,167.989,4,0.214
Horse to Water,68,244960,0.344,0.517,0.622,0.0699,6,0.498,-9.135,0,0.0337,96.964,4,0.51
The Woods,8,242545,0.629,0.768,0.428,0.00299,9,0.0874,-11.825999999999999,1,0.039,106.096,4,0.45899999999999996
Silver Lining,64,198600,0.00114,0.541,0.616,1.09e-06,0,0.151,-6.53,1,0.027999999999999997,144.218,4,0.203
Caesar Knows,53,156080,0.4,0.605,0.6920000000000001,0.00246,1,0.111,-9.002,1,0.0342,116.25,4,0.841
Boardwalks - Sonny Alven Remix,56,264925,0.46399999999999997,0.72,0.642,0.34,6,0.0933,-11.852,1,0.0457,123.992,4,0.13699999999999998
Mountain Song,55,296704,0.155,0.22399999999999998,0.46399999999999997,0.364,4,0.0966,-10.379000000000001,1,0.0293,79.627,3,0.0641
As We Ran,58,200321,0.0169,0.431,0.588,0.00689,9,0.368,-6.855,1,0.0348,143.975,4,0.183
When the Night is Over,22,311226,0.10099999999999999,0.6859999999999999,0.41700000000000004,0.166,6,0.12300000000000001,-6.294,0,0.0261,95.98899999999999,3,0.563
Heavy,55,264150,0.28600000000000003,0.614,0.5489999999999999,2.64e-06,5,0.142,-6.986000000000001,1,0.0516,77.926,4,0.258
Broken Beak,52,191115,0.23600000000000002,0.7440000000000001,0.575,0.0008060000000000001,9,0.0771,-6.6979999999999995,1,0.0306,122.053,4,0.6890000000000001
Morning Light,58,220253,0.00592,0.457,0.5820000000000001,2.3899999999999998e-05,9,0.0847,-4.971,1,0.0285,76.04899999999999,4,0.335
Uh Huh - Acoustic,56,171970,0.599,0.368,0.441,0.0,4,0.145,-6.656000000000001,1,0.0457,192.46099999999998,4,0.297
Ho Hey,71,163133,0.794,0.685,0.466,2.06e-06,0,0.0915,-9.074,1,0.0304,79.936,4,0.353
Can't Cheat Death,6,190786,0.408,0.616,0.754,3.45e-06,7,0.127,-7.312,0,0.0689,117.92399999999999,4,0.376
Thirteen Sad Farewells,37,165613,0.44299999999999995,0.647,0.402,0.000244,6,0.387,-9.922,1,0.0353,114.03200000000001,4,0.435
